Visitantes,Dia,Mes,Ano,Day of the week,COVID,Season,Event,Total Turistas
110,2,7,2020,Thursday,1,Summer,0,4863.354838709677
102,3,7,2020,Friday,1,Summer,0,4863.354838709677
166,4,7,2020,Saturday,1,Summer,0,4863.354838709677
114,5,7,2020,Sunday,1,Summer,0,4863.354838709677
108,6,7,2020,Monday,1,Summer,0,4863.354838709677
103,7,7,2020,Tuesday,1,Summer,0,4863.354838709677
153,8,7,2020,Wednesday,1,Summer,0,4863.354838709677
136,9,7,2020,Thursday,1,Summer,0,4863.354838709677
118,10,7,2020,Friday,1,Summer,0,4863.354838709677
150,11,7,2020,Saturday,1,Summer,0,4863.354838709677
102,12,7,2020,Sunday,1,Summer,0,4863.354838709677
120,13,7,2020,Monday,1,Summer,0,4863.354838709677
107,14,7,2020,Tuesday,1,Summer,0,4863.354838709677
117,15,7,2020,Wednesday,1,Summer,0,4863.354838709677
136,16,7,2020,Thursday,1,Summer,0,4863.354838709677
92,17,7,2020,Friday,1,Summer,0,4863.354838709677
128,18,7,2020,Saturday,1,Summer,0,4863.354838709677
154,19,7,2020,Sunday,1,Summer,0,4863.354838709677
173,20,7,2020,Monday,1,Summer,0,4863.354838709677
162,21,7,2020,Tuesday,1,Summer,0,4863.354838709677
133,22,7,2020,Wednesday,1,Summer,0,4863.354838709677
164,23,7,2020,Thursday,1,Summer,0,4863.354838709677
170,24,7,2020,Friday,1,Summer,0,4863.354838709677
245,25,7,2020,Saturday,1,Summer,0,4863.354838709677
117,26,7,2020,Sunday,1,Summer,0,4863.354838709677
211,27,7,2020,Monday,1,Summer,0,4863.354838709677
202,28,7,2020,Tuesday,1,Summer,0,4863.354838709677
194,29,7,2020,Wednesday,1,Summer,0,4863.354838709677
205,30,7,2020,Thursday,1,Summer,0,4863.354838709677
191,31,7,2020,Friday,1,Summer,0,4863.354838709677
267,1,8,2020,Saturday,1,Summer,0,8785.129032258064
171,2,8,2020,Sunday,1,Summer,0,8785.129032258064
371,3,8,2020,Monday,1,Summer,0,8785.129032258064
243,4,8,2020,Tuesday,1,Summer,0,8785.129032258064
213,5,8,2020,Wednesday,1,Summer,0,8785.129032258064
258,6,8,2020,Thursday,1,Summer,0,8785.129032258064
270,7,8,2020,Friday,1,Summer,0,8785.129032258064
304,8,8,2020,Saturday,1,Summer,0,8785.129032258064
261,9,8,2020,Sunday,1,Summer,0,8785.129032258064
387,10,8,2020,Monday,1,Summer,0,8785.129032258064
407,11,8,2020,Tuesday,1,Summer,0,8785.129032258064
432,12,8,2020,Wednesday,1,Summer,0,8785.129032258064
415,13,8,2020,Thursday,1,Summer,0,8785.129032258064
420,14,8,2020,Friday,1,Summer,0,8785.129032258064
447,15,8,2020,Saturday,1,Summer,0,8785.129032258064
369,16,8,2020,Sunday,1,Summer,0,8785.129032258064
565,17,8,2020,Monday,1,Summer,0,8785.129032258064
404,18,8,2020,Tuesday,1,Summer,0,8785.129032258064
305,19,8,2020,Wednesday,1,Summer,0,8785.129032258064
492,20,8,2020,Thursday,1,Summer,0,8785.129032258064
359,21,8,2020,Friday,1,Summer,0,8785.129032258064
329,22,8,2020,Saturday,1,Summer,0,8785.129032258064
333,23,8,2020,Sunday,1,Summer,0,8785.129032258064
286,24,8,2020,Monday,1,Summer,0,8785.129032258064
265,25,8,2020,Tuesday,1,Summer,0,8785.129032258064
254,26,8,2020,Wednesday,1,Summer,0,8785.129032258064
307,27,8,2020,Thursday,1,Summer,0,8785.129032258064
284,28,8,2020,Friday,1,Summer,0,8785.129032258064
418,29,8,2020,Saturday,1,Summer,0,8785.129032258064
322,30,8,2020,Sunday,1,Summer,0,8785.129032258064
221,31,8,2020,Monday,1,Summer,0,8785.129032258064
286,1,9,2020,Tuesday,1,Summer,0,7740.966666666666
288,2,9,2020,Wednesday,1,Summer,0,7740.966666666666
162,3,9,2020,Thursday,1,Summer,0,7740.966666666666
199,4,9,2020,Friday,1,Summer,0,7740.966666666666
267,5,9,2020,Saturday,1,Summer,0,7740.966666666666
187,6,9,2020,Sunday,1,Summer,0,7740.966666666666
243,7,9,2020,Monday,1,Summer,0,7740.966666666666
169,8,9,2020,Tuesday,1,Summer,0,7740.966666666666
246,9,9,2020,Wednesday,1,Summer,0,7740.966666666666
171,10,9,2020,Thursday,1,Summer,0,7740.966666666666
204,11,9,2020,Friday,1,Summer,0,7740.966666666666
286,12,9,2020,Saturday,1,Summer,0,7740.966666666666
229,13,9,2020,Sunday,1,Summer,0,7740.966666666666
219,14,9,2020,Monday,1,Summer,0,7740.966666666666
206,15,9,2020,Tuesday,1,Summer,0,7740.966666666666
179,16,9,2020,Wednesday,1,Summer,0,7740.966666666666
196,17,9,2020,Thursday,1,Summer,0,7740.966666666666
157,18,9,2020,Friday,1,Summer,0,7740.966666666666
345,19,9,2020,Saturday,1,Summer,0,7740.966666666666
234,20,9,2020,Sunday,1,Summer,0,7740.966666666666
194,21,9,2020,Monday,1,Summer,0,7740.966666666666
166,22,9,2020,Tuesday,1,Autumn,0,7740.966666666666
157,23,9,2020,Wednesday,1,Autumn,0,7740.966666666666
198,24,9,2020,Thursday,1,Autumn,0,7740.966666666666
162,25,9,2020,Friday,1,Autumn,0,7740.966666666666
324,26,9,2020,Saturday,1,Autumn,0,7740.966666666666
244,27,9,2020,Sunday,1,Autumn,0,7740.966666666666
201,28,9,2020,Monday,1,Autumn,0,7740.966666666666
142,29,9,2020,Tuesday,1,Autumn,0,7740.966666666666
149,30,9,2020,Wednesday,1,Autumn,0,7740.966666666666
146,1,10,2020,Thursday,1,Autumn,0,6208.677419354839
136,2,10,2020,Friday,1,Autumn,0,6208.677419354839
351,3,10,2020,Saturday,1,Autumn,0,6208.677419354839
238,4,10,2020,Sunday,1,Autumn,0,6208.677419354839
270,5,10,2020,Monday,1,Autumn,0,6208.677419354839
143,6,10,2020,Tuesday,1,Autumn,0,6208.677419354839
134,7,10,2020,Wednesday,1,Autumn,0,6208.677419354839
125,8,10,2020,Thursday,1,Autumn,0,6208.677419354839
110,9,10,2020,Friday,1,Autumn,0,6208.677419354839
319,10,10,2020,Saturday,1,Autumn,0,6208.677419354839
239,11,10,2020,Sunday,1,Autumn,0,6208.677419354839
162,12,10,2020,Monday,1,Autumn,0,6208.677419354839
101,13,10,2020,Tuesday,1,Autumn,0,6208.677419354839
103,14,10,2020,Wednesday,1,Autumn,0,6208.677419354839
105,15,10,2020,Thursday,1,Autumn,0,6208.677419354839
116,16,10,2020,Friday,1,Autumn,0,6208.677419354839
279,17,10,2020,Saturday,1,Autumn,0,6208.677419354839
209,18,10,2020,Sunday,1,Autumn,0,6208.677419354839
77,19,10,2020,Monday,1,Autumn,0,6208.677419354839
48,20,10,2020,Tuesday,1,Autumn,0,6208.677419354839
109,21,10,2020,Wednesday,1,Autumn,0,6208.677419354839
152,22,10,2020,Thursday,1,Autumn,0,6208.677419354839
134,23,10,2020,Friday,1,Autumn,0,6208.677419354839
234,24,10,2020,Saturday,1,Autumn,0,6208.677419354839
114,25,10,2020,Sunday,1,Autumn,0,6208.677419354839
149,26,10,2020,Monday,1,Autumn,0,6208.677419354839
207,27,10,2020,Tuesday,1,Autumn,0,6208.677419354839
119,28,10,2020,Wednesday,1,Autumn,0,6208.677419354839
128,29,10,2020,Thursday,1,Autumn,0,6208.677419354839
122,30,10,2020,Friday,1,Autumn,0,6208.677419354839
198,31,10,2020,Saturday,1,Autumn,0,6208.677419354839
149,1,11,2020,Sunday,1,Autumn,0,3431.333333333333
85,2,11,2020,Monday,1,Autumn,0,3431.333333333333
105,3,11,2020,Tuesday,1,Autumn,0,3431.333333333333
78,4,11,2020,Wednesday,1,Autumn,0,3431.333333333333
84,5,11,2020,Thursday,1,Autumn,0,3431.333333333333
56,6,11,2020,Friday,1,Autumn,0,3431.333333333333
172,7,11,2020,Saturday,1,Autumn,0,3431.333333333333
148,8,11,2020,Sunday,1,Autumn,0,3431.333333333333
71,9,11,2020,Monday,1,Autumn,0,3431.333333333333
75,10,11,2020,Tuesday,1,Autumn,0,3431.333333333333
73,11,11,2020,Wednesday,1,Autumn,0,3431.333333333333
70,12,11,2020,Thursday,1,Autumn,0,3431.333333333333
101,13,11,2020,Friday,1,Autumn,0,3431.333333333333
39,14,11,2020,Saturday,1,Autumn,0,3431.333333333333
27,15,11,2020,Sunday,1,Autumn,1,3431.333333333333
91,16,11,2020,Monday,1,Autumn,1,3431.333333333333
67,17,11,2020,Tuesday,1,Autumn,1,3431.333333333333
75,18,11,2020,Wednesday,1,Autumn,1,3431.333333333333
81,19,11,2020,Thursday,1,Autumn,1,3431.333333333333
87,20,11,2020,Friday,1,Autumn,1,3431.333333333333
55,21,11,2020,Saturday,1,Autumn,1,3431.333333333333
67,22,11,2020,Sunday,1,Autumn,1,3431.333333333333
132,23,11,2020,Monday,1,Autumn,1,3431.333333333333
88,24,11,2020,Tuesday,1,Autumn,1,3431.333333333333
92,25,11,2020,Wednesday,1,Autumn,1,3431.333333333333
210,26,11,2020,Thursday,1,Autumn,1,3431.333333333333
379,27,11,2020,Friday,1,Autumn,1,3431.333333333333
104,28,11,2020,Saturday,1,Autumn,1,3431.333333333333
104,29,11,2020,Sunday,1,Autumn,1,3431.333333333333
124,30,11,2020,Monday,1,Autumn,1,3431.333333333333
92,1,12,2020,Tuesday,1,Autumn,1,3985.935483870968
164,2,12,2020,Wednesday,1,Autumn,1,3985.935483870968
138,3,12,2020,Thursday,1,Autumn,1,3985.935483870968
69,4,12,2020,Friday,1,Autumn,1,3985.935483870968
67,5,12,2020,Saturday,1,Autumn,1,3985.935483870968
71,6,12,2020,Sunday,1,Autumn,1,3985.935483870968
113,7,12,2020,Monday,1,Autumn,1,3985.935483870968
77,8,12,2020,Tuesday,1,Autumn,1,3985.935483870968
124,9,12,2020,Wednesday,1,Autumn,1,3985.935483870968
91,10,12,2020,Thursday,1,Autumn,1,3985.935483870968
134,11,12,2020,Friday,1,Autumn,1,3985.935483870968
89,12,12,2020,Saturday,1,Autumn,1,3985.935483870968
75,13,12,2020,Sunday,1,Autumn,1,3985.935483870968
140,14,12,2020,Monday,1,Autumn,1,3985.935483870968
193,15,12,2020,Tuesday,1,Autumn,1,3985.935483870968
126,16,12,2020,Wednesday,1,Autumn,1,3985.935483870968
203,17,12,2020,Thursday,1,Autumn,1,3985.935483870968
231,18,12,2020,Friday,1,Autumn,1,3985.935483870968
144,19,12,2020,Saturday,1,Autumn,1,3985.935483870968
135,20,12,2020,Sunday,1,Autumn,1,3985.935483870968
424,21,12,2020,Monday,1,Winter,1,3985.935483870968
429,22,12,2020,Tuesday,1,Winter,1,3985.935483870968
364,23,12,2020,Wednesday,1,Winter,1,3985.935483870968
204,24,12,2020,Thursday,1,Winter,1,3985.935483870968
124,26,12,2020,Saturday,1,Winter,1,3985.935483870968
71,27,12,2020,Sunday,1,Winter,1,3985.935483870968
460,28,12,2020,Monday,1,Winter,1,3985.935483870968
397,29,12,2020,Tuesday,1,Winter,1,3985.935483870968
413,30,12,2020,Wednesday,1,Winter,1,3985.935483870968
216,31,12,2020,Thursday,1,Winter,1,3985.935483870968
112,2,1,2021,Saturday,1,Winter,1,2741.0
74,3,1,2021,Sunday,1,Winter,1,2741.0
206,4,1,2021,Monday,1,Winter,1,2741.0
161,5,1,2021,Tuesday,1,Winter,1,2741.0
156,6,1,2021,Wednesday,1,Winter,1,2741.0
165,7,1,2021,Thursday,1,Winter,1,2741.0
140,8,1,2021,Friday,1,Winter,1,2741.0
84,9,1,2021,Saturday,1,Winter,1,2741.0
79,10,1,2021,Sunday,1,Winter,1,2741.0
155,11,1,2021,Monday,1,Winter,1,2741.0
139,12,1,2021,Tuesday,1,Winter,1,2741.0
155,13,1,2021,Wednesday,1,Winter,1,2741.0
114,14,1,2021,Thursday,1,Winter,1,2741.0
24,12,2,2021,Friday,1,Winter,0,2001.142857142857
13,19,3,2021,Friday,1,Winter,0,2370.903225806452
29,31,3,2021,Wednesday,1,Spring,1,2370.903225806452
20,1,4,2021,Thursday,1,Spring,1,3688.133333333333
289,5,4,2021,Monday,1,Spring,0,3688.133333333333
229,6,4,2021,Tuesday,1,Spring,0,3688.133333333333
212,7,4,2021,Wednesday,1,Spring,0,3688.133333333333
170,8,4,2021,Thursday,1,Spring,0,3688.133333333333
229,9,4,2021,Friday,1,Spring,0,3688.133333333333
110,10,4,2021,Saturday,1,Spring,0,3688.133333333333
162,12,4,2021,Monday,1,Spring,0,3688.133333333333
110,13,4,2021,Tuesday,1,Spring,0,3688.133333333333
109,14,4,2021,Wednesday,1,Spring,0,3688.133333333333
113,15,4,2021,Thursday,1,Spring,0,3688.133333333333
165,16,4,2021,Friday,1,Spring,0,3688.133333333333
105,17,4,2021,Saturday,1,Spring,0,3688.133333333333
133,19,4,2021,Monday,1,Spring,0,3688.133333333333
114,20,4,2021,Tuesday,1,Spring,0,3688.133333333333
114,21,4,2021,Wednesday,1,Spring,0,3688.133333333333
105,22,4,2021,Thursday,1,Spring,0,3688.133333333333
105,23,4,2021,Friday,1,Spring,0,3688.133333333333
89,24,4,2021,Saturday,1,Spring,0,3688.133333333333
91,26,4,2021,Monday,1,Spring,0,3688.133333333333
98,27,4,2021,Tuesday,1,Spring,0,3688.133333333333
100,28,4,2021,Wednesday,1,Spring,0,3688.133333333333
123,29,4,2021,Thursday,1,Spring,0,3688.133333333333
171,30,4,2021,Friday,1,Spring,0,3688.133333333333
320,1,5,2021,Saturday,1,Spring,0,6484.354838709677
127,3,5,2021,Monday,1,Spring,0,6484.354838709677
136,4,5,2021,Tuesday,1,Spring,0,6484.354838709677
132,5,5,2021,Wednesday,1,Spring,0,6484.354838709677
126,6,5,2021,Thursday,1,Spring,0,6484.354838709677
139,7,5,2021,Friday,1,Spring,0,6484.354838709677
294,8,5,2021,Saturday,1,Spring,0,6484.354838709677
106,10,5,2021,Monday,1,Spring,0,6484.354838709677
107,11,5,2021,Tuesday,1,Spring,0,6484.354838709677
107,12,5,2021,Wednesday,1,Spring,0,6484.354838709677
148,13,5,2021,Thursday,1,Spring,0,6484.354838709677
180,14,5,2021,Friday,1,Spring,0,6484.354838709677
294,15,5,2021,Saturday,1,Spring,0,6484.354838709677
149,17,5,2021,Monday,1,Spring,0,6484.354838709677
148,18,5,2021,Tuesday,1,Spring,0,6484.354838709677
122,19,5,2021,Wednesday,1,Spring,0,6484.354838709677
92,20,5,2021,Thursday,1,Spring,0,6484.354838709677
150,21,5,2021,Friday,1,Spring,0,6484.354838709677
325,22,5,2021,Saturday,1,Spring,0,6484.354838709677
197,24,5,2021,Monday,1,Spring,0,6484.354838709677
121,25,5,2021,Tuesday,1,Spring,0,6484.354838709677
131,26,5,2021,Wednesday,1,Spring,0,6484.354838709677
152,27,5,2021,Thursday,1,Spring,0,6484.354838709677
197,28,5,2021,Friday,1,Spring,0,6484.354838709677
264,29,5,2021,Saturday,1,Spring,0,6484.354838709677
200,31,5,2021,Monday,1,Spring,0,6484.354838709677
197,1,6,2021,Tuesday,1,Spring,0,8326.8
154,2,6,2021,Wednesday,1,Spring,0,8326.8
357,3,6,2021,Thursday,1,Spring,0,8326.8
238,4,6,2021,Friday,1,Spring,0,8326.8
296,5,6,2021,Saturday,1,Spring,1,8326.8
180,6,6,2021,Sunday,1,Spring,1,8326.8
201,7,6,2021,Monday,1,Spring,1,8326.8
191,8,6,2021,Tuesday,1,Spring,1,8326.8
137,9,6,2021,Wednesday,1,Spring,1,8326.8
222,10,6,2021,Thursday,1,Spring,1,8326.8
200,11,6,2021,Friday,1,Spring,1,8326.8
268,12,6,2021,Saturday,1,Spring,1,8326.8
170,13,6,2021,Sunday,1,Spring,1,8326.8
189,14,6,2021,Monday,1,Spring,1,8326.8
156,15,6,2021,Tuesday,1,Spring,1,8326.8
155,16,6,2021,Wednesday,1,Spring,1,8326.8
185,17,6,2021,Thursday,1,Spring,1,8326.8
193,18,6,2021,Friday,1,Spring,1,8326.8
206,19,6,2021,Saturday,1,Spring,1,8326.8
207,20,6,2021,Sunday,1,Spring,0,8326.8
257,21,6,2021,Monday,1,Summer,0,8326.8
197,22,6,2021,Tuesday,1,Summer,0,8326.8
185,23,6,2021,Wednesday,1,Summer,0,8326.8
172,24,6,2021,Thursday,1,Summer,0,8326.8
220,25,6,2021,Friday,1,Summer,0,8326.8
150,26,6,2021,Saturday,1,Summer,0,8326.8
160,27,6,2021,Sunday,1,Summer,0,8326.8
254,28,6,2021,Monday,1,Summer,0,8326.8
256,29,6,2021,Tuesday,1,Summer,0,8326.8
216,30,6,2021,Wednesday,1,Summer,0,8326.8
243,1,7,2021,Thursday,1,Summer,0,9238.032258064515
247,2,7,2021,Friday,1,Summer,0,9238.032258064515
178,3,7,2021,Saturday,1,Summer,0,9238.032258064515
129,4,7,2021,Sunday,1,Summer,0,9238.032258064515
276,5,7,2021,Monday,1,Summer,0,9238.032258064515
247,6,7,2021,Tuesday,1,Summer,0,9238.032258064515
233,7,7,2021,Wednesday,1,Summer,0,9238.032258064515
287,8,7,2021,Thursday,1,Summer,0,9238.032258064515
228,9,7,2021,Friday,1,Summer,0,9238.032258064515
122,10,7,2021,Saturday,1,Summer,0,9238.032258064515
110,11,7,2021,Sunday,1,Summer,0,9238.032258064515
319,12,7,2021,Monday,1,Summer,0,9238.032258064515
237,13,7,2021,Tuesday,1,Summer,0,9238.032258064515
244,14,7,2021,Wednesday,1,Summer,0,9238.032258064515
205,15,7,2021,Thursday,1,Summer,0,9238.032258064515
248,16,7,2021,Friday,1,Summer,0,9238.032258064515
155,17,7,2021,Saturday,1,Summer,0,9238.032258064515
166,18,7,2021,Sunday,1,Summer,0,9238.032258064515
337,19,7,2021,Monday,1,Summer,0,9238.032258064515
304,20,7,2021,Tuesday,1,Summer,0,9238.032258064515
269,21,7,2021,Wednesday,1,Summer,0,9238.032258064515
320,22,7,2021,Thursday,1,Summer,0,9238.032258064515
293,23,7,2021,Friday,1,Summer,0,9238.032258064515
149,24,7,2021,Saturday,1,Summer,0,9238.032258064515
187,25,7,2021,Sunday,1,Summer,0,9238.032258064515
346,26,7,2021,Monday,1,Summer,0,9238.032258064515
314,27,7,2021,Tuesday,1,Summer,0,9238.032258064515
329,28,7,2021,Wednesday,1,Summer,0,9238.032258064515
261,29,7,2021,Thursday,1,Summer,0,9238.032258064515
324,30,7,2021,Friday,1,Summer,0,9238.032258064515
217,31,7,2021,Saturday,1,Summer,0,9238.032258064515
295,1,8,2021,Sunday,1,Summer,0,15500.193548387097
366,2,8,2021,Monday,1,Summer,0,15500.193548387097
339,3,8,2021,Tuesday,1,Summer,0,15500.193548387097
387,4,8,2021,Wednesday,1,Summer,0,15500.193548387097
337,5,8,2021,Thursday,1,Summer,0,15500.193548387097
371,6,8,2021,Friday,1,Summer,0,15500.193548387097
346,7,8,2021,Saturday,1,Summer,0,15500.193548387097
303,8,8,2021,Sunday,1,Summer,0,15500.193548387097
510,9,8,2021,Monday,1,Summer,0,15500.193548387097
391,10,8,2021,Tuesday,1,Summer,0,15500.193548387097
449,11,8,2021,Wednesday,1,Summer,0,15500.193548387097
388,12,8,2021,Thursday,1,Summer,0,15500.193548387097
365,13,8,2021,Friday,1,Summer,0,15500.193548387097
289,14,8,2021,Saturday,1,Summer,0,15500.193548387097
301,15,8,2021,Sunday,1,Summer,0,15500.193548387097
431,16,8,2021,Monday,1,Summer,0,15500.193548387097
398,17,8,2021,Tuesday,1,Summer,0,15500.193548387097
383,18,8,2021,Wednesday,1,Summer,0,15500.193548387097
379,19,8,2021,Thursday,1,Summer,0,15500.193548387097
389,20,8,2021,Friday,1,Summer,0,15500.193548387097
378,21,8,2021,Saturday,1,Summer,0,15500.193548387097
309,22,8,2021,Sunday,1,Summer,0,15500.193548387097
490,23,8,2021,Monday,1,Summer,0,15500.193548387097
643,24,8,2021,Tuesday,1,Summer,0,15500.193548387097
432,25,8,2021,Wednesday,1,Summer,0,15500.193548387097
423,26,8,2021,Thursday,1,Summer,0,15500.193548387097
389,27,8,2021,Friday,1,Summer,0,15500.193548387097
566,28,8,2021,Saturday,1,Summer,0,15500.193548387097
310,29,8,2021,Sunday,1,Summer,0,15500.193548387097
376,30,8,2021,Monday,1,Summer,0,15500.193548387097
350,31,8,2021,Tuesday,1,Summer,0,15500.193548387097
372,1,9,2021,Wednesday,1,Summer,0,15427.466666666667
405,2,9,2021,Thursday,1,Summer,0,15427.466666666667
390,3,9,2021,Friday,1,Summer,0,15427.466666666667
439,4,9,2021,Saturday,1,Summer,0,15427.466666666667
285,5,9,2021,Sunday,1,Summer,0,15427.466666666667
367,6,9,2021,Monday,1,Summer,0,15427.466666666667
338,7,9,2021,Tuesday,1,Summer,0,15427.466666666667
368,8,9,2021,Wednesday,1,Summer,0,15427.466666666667
332,9,9,2021,Thursday,1,Summer,0,15427.466666666667
357,10,9,2021,Friday,1,Summer,0,15427.466666666667
347,11,9,2021,Saturday,1,Summer,0,15427.466666666667
372,12,9,2021,Sunday,1,Summer,0,15427.466666666667
339,13,9,2021,Monday,1,Summer,0,15427.466666666667
368,14,9,2021,Tuesday,1,Summer,0,15427.466666666667
316,15,9,2021,Wednesday,1,Summer,0,15427.466666666667
313,16,9,2021,Thursday,1,Summer,0,15427.466666666667
356,17,9,2021,Friday,1,Summer,0,15427.466666666667
463,18,9,2021,Saturday,1,Summer,0,15427.466666666667
468,19,9,2021,Sunday,1,Summer,0,15427.466666666667
325,20,9,2021,Monday,1,Summer,0,15427.466666666667
256,21,9,2021,Tuesday,1,Summer,0,15427.466666666667
251,22,9,2021,Wednesday,1,Autumn,0,15427.466666666667
294,23,9,2021,Thursday,1,Autumn,0,15427.466666666667
315,24,9,2021,Friday,1,Autumn,0,15427.466666666667
497,25,9,2021,Saturday,1,Autumn,0,15427.466666666667
392,26,9,2021,Sunday,1,Autumn,0,15427.466666666667
326,27,9,2021,Monday,1,Autumn,0,15427.466666666667
343,28,9,2021,Tuesday,1,Autumn,0,15427.466666666667
251,29,9,2021,Wednesday,1,Autumn,0,15427.466666666667
311,30,9,2021,Thursday,1,Autumn,0,15427.466666666667
357,1,10,2021,Friday,1,Autumn,0,18378.225806451614
544,2,10,2021,Saturday,1,Autumn,0,18378.225806451614
427,3,10,2021,Sunday,1,Autumn,0,18378.225806451614
476,4,10,2021,Monday,1,Autumn,0,18378.225806451614
445,5,10,2021,Tuesday,1,Autumn,0,18378.225806451614
283,6,10,2021,Wednesday,1,Autumn,0,18378.225806451614
338,7,10,2021,Thursday,1,Autumn,0,18378.225806451614
369,8,10,2021,Friday,1,Autumn,0,18378.225806451614
560,9,10,2021,Saturday,1,Autumn,0,18378.225806451614
535,10,10,2021,Sunday,1,Autumn,0,18378.225806451614
481,11,10,2021,Monday,1,Autumn,0,18378.225806451614
367,12,10,2021,Tuesday,1,Autumn,0,18378.225806451614
342,13,10,2021,Wednesday,1,Autumn,0,18378.225806451614
386,14,10,2021,Thursday,1,Autumn,0,18378.225806451614
381,15,10,2021,Friday,1,Autumn,0,18378.225806451614
575,16,10,2021,Saturday,1,Autumn,0,18378.225806451614
446,17,10,2021,Sunday,1,Autumn,0,18378.225806451614
410,18,10,2021,Monday,1,Autumn,0,18378.225806451614
283,19,10,2021,Tuesday,1,Autumn,0,18378.225806451614
456,20,10,2021,Wednesday,1,Autumn,0,18378.225806451614
505,21,10,2021,Thursday,1,Autumn,0,18378.225806451614
375,22,10,2021,Friday,1,Autumn,0,18378.225806451614
604,23,10,2021,Saturday,1,Autumn,0,18378.225806451614
439,24,10,2021,Sunday,1,Autumn,0,18378.225806451614
568,25,10,2021,Monday,1,Autumn,0,18378.225806451614
448,26,10,2021,Tuesday,1,Autumn,0,18378.225806451614
453,27,10,2021,Wednesday,1,Autumn,0,18378.225806451614
451,28,10,2021,Thursday,1,Autumn,0,18378.225806451614
555,29,10,2021,Friday,1,Autumn,0,18378.225806451614
574,30,10,2021,Saturday,1,Autumn,0,18378.225806451614
586,31,10,2021,Sunday,1,Autumn,0,18378.225806451614
633,1,11,2021,Monday,1,Autumn,0,15798.133333333331
540,2,11,2021,Tuesday,1,Autumn,0,15798.133333333331
427,3,11,2021,Wednesday,1,Autumn,0,15798.133333333331
443,4,11,2021,Thursday,1,Autumn,0,15798.133333333331
498,5,11,2021,Friday,1,Autumn,0,15798.133333333331
583,6,11,2021,Saturday,1,Autumn,0,15798.133333333331
456,7,11,2021,Sunday,1,Autumn,0,15798.133333333331
368,8,11,2021,Monday,1,Autumn,0,15798.133333333331
296,9,11,2021,Tuesday,1,Autumn,0,15798.133333333331
305,10,11,2021,Wednesday,1,Autumn,0,15798.133333333331
410,11,11,2021,Thursday,1,Autumn,0,15798.133333333331
467,12,11,2021,Friday,1,Autumn,0,15798.133333333331
611,13,11,2021,Saturday,1,Autumn,0,15798.133333333331
427,14,11,2021,Sunday,1,Autumn,0,15798.133333333331
377,15,11,2021,Monday,1,Autumn,1,15798.133333333331
285,16,11,2021,Tuesday,1,Autumn,1,15798.133333333331
251,17,11,2021,Wednesday,1,Autumn,1,15798.133333333331
327,18,11,2021,Thursday,1,Autumn,1,15798.133333333331
430,19,11,2021,Friday,1,Autumn,1,15798.133333333331
605,20,11,2021,Saturday,1,Autumn,1,15798.133333333331
436,21,11,2021,Sunday,1,Autumn,1,15798.133333333331
364,22,11,2021,Monday,1,Autumn,1,15798.133333333331
344,23,11,2021,Tuesday,1,Autumn,1,15798.133333333331
319,24,11,2021,Wednesday,1,Autumn,1,15798.133333333331
345,25,11,2021,Thursday,1,Autumn,1,15798.133333333331
659,26,11,2021,Friday,1,Autumn,1,15798.133333333331
894,27,11,2021,Saturday,1,Autumn,1,15798.133333333331
623,28,11,2021,Sunday,1,Autumn,1,15798.133333333331
278,29,11,2021,Monday,1,Autumn,1,15798.133333333331
267,30,11,2021,Tuesday,1,Autumn,1,15798.133333333331
481,1,12,2021,Wednesday,1,Autumn,1,11472.129032258064
317,2,12,2021,Thursday,1,Autumn,1,11472.129032258064
405,3,12,2021,Friday,1,Autumn,1,11472.129032258064
832,4,12,2021,Saturday,1,Autumn,1,11472.129032258064
859,5,12,2021,Sunday,1,Autumn,1,11472.129032258064
495,6,12,2021,Monday,1,Autumn,1,11472.129032258064
379,7,12,2021,Tuesday,1,Autumn,1,11472.129032258064
718,8,12,2021,Wednesday,1,Autumn,1,11472.129032258064
308,9,12,2021,Thursday,1,Autumn,1,11472.129032258064
342,10,12,2021,Friday,1,Autumn,1,11472.129032258064
698,11,12,2021,Saturday,1,Autumn,1,11472.129032258064
653,12,12,2021,Sunday,1,Autumn,1,11472.129032258064
313,13,12,2021,Monday,1,Autumn,1,11472.129032258064
286,14,12,2021,Tuesday,1,Autumn,1,11472.129032258064
265,15,12,2021,Wednesday,1,Autumn,1,11472.129032258064
289,16,12,2021,Thursday,1,Autumn,1,11472.129032258064
328,17,12,2021,Friday,1,Autumn,1,11472.129032258064
821,18,12,2021,Saturday,1,Autumn,1,11472.129032258064
697,19,12,2021,Sunday,1,Autumn,1,11472.129032258064
339,20,12,2021,Monday,1,Autumn,1,11472.129032258064
367,21,12,2021,Tuesday,1,Winter,1,11472.129032258064
417,22,12,2021,Wednesday,1,Winter,1,11472.129032258064
558,23,12,2021,Thursday,1,Winter,1,11472.129032258064
243,24,12,2021,Friday,1,Winter,1,11472.129032258064
251,26,12,2021,Sunday,1,Winter,1,11472.129032258064
504,27,12,2021,Monday,1,Winter,1,11472.129032258064
527,28,12,2021,Tuesday,1,Winter,1,11472.129032258064
528,29,12,2021,Wednesday,1,Winter,1,11472.129032258064
489,30,12,2021,Thursday,1,Winter,1,11472.129032258064
372,31,12,2021,Friday,1,Winter,1,11472.129032258064
409,2,1,2022,Sunday,1,Winter,1,8204.870967741936
360,3,1,2022,Monday,1,Winter,1,8204.870967741936
