Ano,Mes,Dia,Visitantes,COVID
2022,8,6,1264,1
2022,8,7,1091,1
2022,8,8,1426,1
2022,8,9,1073,1
2022,8,10,1377,1
2022,8,11,1176,1
2022,8,12,840,1
2022,8,13,969,1
2022,8,14,1020,1
2022,8,15,1191,1
2022,8,16,1280,1
2022,8,17,1225,1
2022,8,18,940,1
2022,8,19,810,1
2022,8,20,887,1
2022,8,21,783,1
2022,8,22,813,1
2022,8,23,837,1
2022,8,24,973,1
2022,8,25,756,1
2022,8,26,706,1
2022,8,27,723,1
2022,8,28,638,1
2022,8,29,726,1
2022,8,30,575,1
2022,8,31,647,1
2022,9,1,607,1
2022,9,2,725,1
2022,9,3,759,1
2022,9,4,618,1
2022,9,5,684,1
2022,9,6,644,1
2022,9,7,717,1
2022,9,8,697,1
2022,9,9,553,1
2022,9,10,588,1
2022,9,11,605,1
2022,9,12,639,1
2022,9,13,519,1
2022,9,14,497,1
2022,9,15,580,1
2022,9,16,493,1
2022,9,17,664,1
2022,9,18,620,1
2022,9,19,560,1
2022,9,20,474,1
2022,9,21,429,1
2022,9,22,448,1
2022,9,23,520,1
2022,9,24,764,1
2022,9,25,697,1
2022,9,26,499,1
2022,9,27,628,1
2022,9,28,528,1
2022,9,29,457,1
2022,9,30,559,1
2022,10,1,772,1
2022,10,2,550,1
2022,10,3,603,1
2022,10,4,493,1
2022,10,5,809,1
2022,10,6,551,1
2022,10,7,601,1
2022,10,8,733,1
2022,10,9,593,1
2022,10,10,820,1
2022,10,11,839,1
2022,10,12,675,1
2022,10,13,582,1
2022,10,14,558,1
2022,10,15,645,1
2022,10,16,790,1
2022,10,17,575,1
2022,10,18,649,1
2022,10,19,512,1
2022,10,20,483,1
2022,10,21,611,1
2022,10,22,647,1
2022,10,23,686,1
2022,10,24,733,1
2022,10,25,564,1
2022,10,26,650,1
2022,10,27,529,1
2022,10,28,636,1
2022,10,29,682,1
2022,10,30,788,1
2022,10,31,850,1
2022,11,1,709,1
2022,11,2,535,1
2022,11,3,400,1
2022,11,4,552,1
2022,11,5,764,1
2022,11,6,670,1
2022,11,7,383,1
2022,11,8,376,1
2022,11,9,435,1
2022,11,10,449,1
2022,11,11,502,1
2022,11,12,732,1
2022,11,13,568,1
2022,11,14,476,1
2022,11,15,374,1
2022,11,16,323,1
2022,11,17,355,1
2022,11,18,526,1
2022,11,19,735,1
2022,11,20,580,1
2022,11,21,336,1
2022,11,22,356,1
2022,11,23,356,1
2022,11,24,321,1
2022,11,25,1016,1
2022,11,26,1352,1
2022,11,27,837,1
2022,11,28,639,1
2022,11,29,341,1
2022,11,30,213,1
2022,12,1,768,1
2022,12,2,379,1
2022,12,3,755,1
2022,12,4,657,1
2022,12,5,402,1
2022,12,6,367,1
2022,12,7,315,1
2022,12,8,794,1
2022,12,9,581,1
2022,12,10,582,1
2022,12,11,497,1
2022,12,12,218,1
2022,12,13,220,1
2022,12,14,210,1
2022,12,15,468,1
2022,12,16,427,1
2022,12,17,879,1
2022,12,18,589,1
2022,12,19,526,1
2022,12,20,453,1
2022,12,21,479,1
2022,12,22,582,1
2022,12,23,707,1
2022,12,24,458,1
2022,12,26,626,1
2022,12,27,1230,1
2022,12,28,1164,1
2022,12,29,1129,1
2022,12,30,1050,1
2022,12,31,843,1
2023,1,2,1027,1
2023,1,3,815,1
2023,1,4,677,1
2023,1,5,625,1
2023,1,6,593,1
2023,1,7,544,1
2023,1,8,434,1
2023,1,9,382,1
2023,1,10,384,1
2023,1,11,394,1
2023,1,12,395,1
2023,1,13,474,1
2023,1,14,594,1
2023,1,15,609,1
2023,1,16,413,1
2023,1,17,351,1
2023,1,18,363,1
2023,1,19,433,1
2023,1,20,384,1
2023,1,21,655,1
2023,1,22,568,1
2023,1,23,454,1
2023,1,24,398,1
2023,1,25,489,1
2023,1,26,404,1
2023,1,27,659,1
2023,1,28,817,1
2023,1,29,742,1
2023,1,30,524,1
2023,1,31,424,1
2023,2,1,366,1
2023,2,2,393,1
2023,2,3,407,1
2023,2,4,687,1
2023,2,5,533,1
2023,2,6,418,1
2023,2,7,432,1
2023,2,8,439,1
2023,2,9,340,1
2023,2,10,475,1
2023,2,11,652,1
2023,2,12,595,1
2023,2,13,512,1
2023,2,14,378,1
2023,2,15,457,1
2023,2,16,327,1
2023,2,17,471,1
2023,2,18,0,1
